id,charged_off
2264704,0
1896343,0
2077525,0
1846827,0
1210251,0
1245569,0
1182529,0
1490934,0
1622025,0
2103304,0
1429592,0
1631505,0
2333381,0
2252511,0
1690625,0
1995421,0
2165793,0
2069223,0
2271648,0
1317797,0
1664081,0
1856009,0
1756402,0
1112966,0
1523660,0
2001692,0
1442011,0
1539639,0
1158465,0
2277364,0
1108786,0
1815045,0
1575514,0
1113516,0
1350997,0
1730001,0
1740880,0
2079420,0
1026950,0
1858007,0
1316319,0
1195759,0
1639945,0
2324629,0
1777117,0
2107282,0
1106990,0
1954308,0
1926155,0
2201062,0
1788667,0
1876197,0
2127886,0
1553289,0
1257555,0
1052625,0
1831674,0
1450000,1
1985765,0
1972564,0
1812405,0
1836199,0
1325343,0
2210419,0
1340439,0
1367023,0
1001904,0
1162939,0
1905664,0
1505567,0
2009976,0
1206105,0
1481274,0
1558144,0
2089213,0
1348872,0
1668180,0
1504324,0
1254122,0
1121813,0
1863518,0
1172094,0
2056651,0
1021924,0
2168988,0
2162465,0
1524284,0
1925962,0
2018018,0
1786608,0
1832692,0
1826862,0
1562857,0
1794457,0
1126974,0
1379374,0
1501151,0
2272520,0
1783140,0
1903547,0
1668058,0
1102933,0
1486593,0
1534091,0
2192030,0
1987018,1
1944761,0
1308879,0
1830085,0
1167458,0
2186811,0
1811535,0
2133692,0
1473236,0
1178244,0
1379197,0
1639330,0
1600722,0
1744193,0
2218452,0
2007334,0
1266646,0
1684167,0
1974698,0
1102110,0
1745818,0
2171106,0
1679665,0
1684910,0
1395230,0
1228073,0
1095854,0
1383528,0
1021138,0
1915553,0
1406196,0
1064085,0
1369531,0
1135792,0
2031148,0
1663602,0
1146797,0
1183272,0
1413661,0
2147121,0
1732373,0
1256365,0
2074331,0
1143181,0
2254772,0
1238158,0
2028441,0
2143595,0
2133365,0
2191232,0
1526257,0
1522695,0
2185203,0
1674727,0
1784896,0
1077035,0
1892636,0
1008872,0
1849414,0
1520326,1
1000526,0
1094007,0
2153137,0
1886267,0
2234984,0
2088544,0
1931229,0
1976810,0
2276570,0
1399864,0
1592630,0
2091820,0
1750204,0
2018410,0
1359203,0
1661543,0
2193442,0
1243321,0
1308526,0
1622178,0
2001973,0
2234088,0
1237626,0
2291968,0
1252480,0
1015766,0
1236129,0
1315914,0
2291716,0
1385423,0
1245700,0
2293240,0
1608443,0
1031929,0
1756596,0
1694594,0
2029380,1
1756903,0
1320252,0
1123742,0
2284058,0
1432780,0
1251030,0
2172450,0
1067583,0
1319447,0
1437056,0
2277341,0
1360778,0
1143754,0
2180986,0
1571995,0
1732418,0
2152516,0
1631832,0
2083177,0
1846145,0
1178538,0
1108249,0
1570460,0
2019572,0
1357982,0
1233624,0
2101171,0
2242496,1
1073605,0
1894775,0
1164608,0
1058413,0
1455481,0
1043471,0
2043087,0
1795782,0
1630973,0
1449186,0
1991388,0
2040334,0
2208885,0
1129760,0
1617167,0
1388488,0
1246532,0
1980269,0
2107568,0
1523932,0
1917055,0
1806711,0
1426667,0
1297627,0
1048928,0
1990918,0
2195574,0
1523271,0
1322724,0
1714933,0
1926212,0
2282181,0
1226895,0
1308965,0
2309732,0
1284373,0
2181268,0
1479539,0
1186963,0
2047564,0
1904238,0
1609618,0
1832916,0
1067342,0
1178691,0
2261495,1
1021592,0
1736921,0
1003651,0
1374595,0
2272206,0
1422237,0
1342047,0
1764830,0
2238687,0
1961687,0
1924092,0
1868283,0
1170599,0
1736103,0
1968910,0
1909198,0
1329891,0
1581909,0
1028743,0
1398335,0
2316780,0
1949231,0
1523695,0
2123299,0
1992751,0
1013216,0
1988168,0
2314884,0
1991494,0
1179782,0
1105880,0
1227584,0
2296717,0
1271936,0
1424527,0
1941128,0
2131544,0
1145725,0
1551909,0
1090270,0
1269547,0
2314587,0
1338324,0
1967432,0
2022351,0
1101762,0
2052857,0
1596705,0
2104416,0
1107553,0
1530375,0
2264952,0
1443599,0
1394058,0
1922524,0
1296530,0
1075432,0
1818888,0
1451874,1
1250382,0
1607288,0
1654887,0
1933165,0
1916145,0
2158492,0
1515064,0
1135418,0
1249883,0
2076815,0
1950248,0
1334225,0
1865331,0
2299309,0
1827364,0
1168966,0
2038262,0
1727848,0
2071639,0
2171892,0
1093532,0
1070445,0
1227236,0
1157039,0
1127007,0
2248655,0
1123146,0
2321787,0
1342390,0
1918876,0
1968836,0
1587009,0
2061967,0
2093212,0
2016273,0
1602502,0
2005789,0
1992813,0
1103129,0
1339814,0
1127075,0
1463327,0
2059716,0
1518736,0
1568205,0
1010845,0
1342926,0
2180632,0
1944060,0
2182531,0
1598195,0
2068093,0
2023873,0
1868153,0
1353014,0
1742203,0
1928228,0
1114365,0
2064899,0
1371889,0
1249911,0
2220778,0
1233510,0
1663183,0
1337640,0
1202557,0
2012766,0
1202054,0
2213530,0
1865726,0
1644811,0
1792103,0
1742380,0
1878292,0
1986583,0
1982034,0
2328913,0
1080296,0
1096643,0
2164522,0
1277169,0
2108028,0
2026648,0
2153373,0
1712561,0
1504354,0
1299232,0
1709617,0
2188882,0
1878193,0
1985100,0
2177435,0
1674348,0
1654127,0
2165942,0
1357477,0
2154353,0
1963854,0
1882092,0
1985623,0
1427896,0
1606179,0
1533296,0
1329536,0
1027498,0
1642706,0
1988139,0
1373390,0
1106480,0
1832227,0
1699116,0
2037583,0
2141870,0
1032745,0
2322432,0
1413230,0
2058083,0
1986086,0
1919594,0
1480028,0
1199482,0
1455441,0
1701232,0
1942535,0
1295083,0
2283032,0
1965780,0
2100543,0
2221778,0
1852383,0
1656077,0
1706575,0
1773018,0
1097598,1
2196679,0
2116267,0
1013188,0
1436866,0
1714104,0
1798586,0
1748972,0
1958369,0
1269599,0
1541548,0
1984113,0
1945226,0
1370128,0
1314562,0
1166574,0
1067627,0
1084091,0
2293829,0
2135676,0
1594469,0
2320142,0
1343584,0
1419173,0
1900657,0
1504377,0
2007712,0
1346214,0
1506197,0
1529210,0
1705986,0
2103566,0
1865289,0
1583220,0
1104437,0
1722787,0
1020375,0
2177134,0
1119241,0
2029184,0
1147221,0
1830755,0
1594833,0
1680772,0
2115755,0
2136791,0
1081300,0
1263829,0
2042126,0
2042641,0
2188868,0
1536984,0
2247035,0
1769898,0
2254846,0
2259993,0
1724137,0
1026972,0
1812150,1
2088975,0
1781853,0
1500902,0
2219238,0
1377093,0
1359401,0
1763285,0
1875331,0
2221217,0
1164615,0
1874029,0
2331353,0
2217245,0
2168619,0
1975050,0
1476478,0
2079815,0
2241742,0
1100281,0
2079999,0
1030928,0
1705028,0
1513481,0
1442757,0
1917027,0
2150278,0
1563011,0
1395965,0
1377769,0
2077705,0
1585596,0
1207783,0
1949317,0
2237567,0
1456441,0
2197475,0
2127500,0
2257116,0
2302023,0
1147779,0
1714812,0
1208626,0
1792793,0
1748712,0
1247649,0
1893097,0
1928321,0
1501287,0
2197215,0
1736140,0
1925001,0
1607766,0
2296943,0
1040951,1
1363727,0
1482146,0
1988759,0
2151441,0
1335761,0
1945734,0
1562268,0
1595396,0
2290391,0
1982273,0
1416537,0
1358654,0
2244427,0
1188573,0
1231176,0
1874373,0
1692161,0
1446265,0
1584022,0
2269081,0
2052552,0
1219535,0
1933819,0
1955511,0
2246081,0
2194688,0
1107668,0
1118890,0
2226294,0
2146070,0
1964486,0
2076362,0
2284784,0
2275889,0
2072147,0
1400598,0
1710178,0
2007546,0
1479105,0
1063647,0
1916453,0
1070378,0
1764747,1
1542016,0
1308978,0
2226180,0
1607159,0
1538194,0
1906519,0
1713361,0
1401812,0
2103343,0
1042216,0
2279359,0
1646557,0
1803114,0
1615701,0
2280410,0
2274518,0
1708374,0
2006871,0
2031891,0
1179338,0
1610494,0
1710274,0
2112357,0
1177331,0
1357914,0
2283767,0
1568026,0
2024058,0
2125034,0
1268520,0
1862034,0
1646342,0
1416793,0
2092288,0
1240553,0
1347225,0
2105836,0
1100254,0
2082408,0
1337725,0
1487222,0
1557582,0
2154782,0
1951064,0
2292319,0
1944095,1
1117230,0
2141714,1
2149000,0
2072700,0
1831606,0
2061893,0
2075141,0
2148287,0
1108522,0
1840831,0
1265887,0
1232536,0
1150983,0
1774257,0
1119647,0
1170325,0
1347946,0
2294140,0
2231030,0
2271816,0
2203296,0
1094747,0
1536576,0
1957592,0
1558453,0
1310858,0
2058150,0
2125187,0
1480276,0
1845752,0
1179677,0
1625526,0
1823490,0
1977364,0
1704955,0
1947434,0
1657564,0
2102946,0
2057387,0
1765987,0
1945517,0
2119022,0
1689459,0
1043666,0
1496918,0
1785141,0
2150377,0
1798296,0
1005427,0
1360942,0
1738374,0
1715556,0
2150293,0
2156711,0
2178670,0
1299650,0
1242679,0
1000079,0
1236361,0
1364496,0
1483060,0
1026990,0
1337094,0
2142561,0
1195951,0
2313360,0
1956232,0
2276261,0
2042286,0
1175849,0
1434493,0
1609839,0
1351382,0
1384251,0
1062589,0
1895643,0
1569333,0
1711299,0
1590394,0
1969201,0
2009703,0
1162510,0
1084840,0
1024702,0
2224608,0
1115490,0
2032394,0
1379249,0
1878208,0
1779165,0
2202931,0
2154554,0
1964842,0
2258841,0
2239642,0
1215157,0
1870119,0
1859917,0
2157777,0
2078987,0
1025824,0
1536014,0
2279155,0
1644656,0
1269980,0
2121025,0
2224700,0
1077697,0
1986827,1
1381189,0
1324808,0
1718447,0
1013878,0
1229108,0
1123223,0
1357520,0
1453596,0
