id,charged_off
57146,0.5649768650108729
20988,0.5398886547887296
10031,0.45747932728719404
33892,0.3386699664459777
35374,0.35565649353876316
54509,0.49910171856101415
27804,0.5043096903318682
17725,0.3752257330704978
49577,0.3367506261500158
55438,0.3822134073784209
21517,0.6491739065255113
45624,0.4319801853748169
14200,0.6571728437425908
21029,0.3117584054360175
35752,0.4501266051169349
48585,0.26903810004817524
39464,0.6607000700646077
22756,0.6016347856783486
21560,0.2844226334065352
43488,0.48569699210610806
38218,0.49330046566296415
18564,0.3832879368358414
34114,0.28338511279858375
36173,0.6182948785581414
42852,0.48564581534772294
46995,0.33137565328173335
36674,0.23203214716029297
27144,0.43300358368423525
17822,0.5204612159696863
11861,0.5501829208744904
33312,0.3323972948076829
48008,0.601346015128335
34765,0.5422693237009782
49172,0.4835954750925694
56838,0.502692509617236
24169,0.39848566306216016
35650,0.2211419765399033
48147,0.5280858321101468
11614,0.6569772256863492
48056,0.5983689041586016
35409,0.26583746512314865
51379,0.6003035134748942
38143,0.5895048877664862
24679,0.5476887808495426
51451,0.2444511543118713
36640,0.27642237345403214
28535,0.19789304949475203
34436,0.23973429392852663
20923,0.5255369285203362
29851,0.27606366795456067
50234,0.4837369177521764
24823,0.4260324244988478
41103,0.45434308086425135
16946,0.3522077476032308
54791,0.7519719803008681
53627,0.5847105441750122
49481,0.5831067439333936
55919,0.4339671377899985
46390,0.6236136177295734
55939,0.28521924799516474
14163,0.6395603986012035
23691,0.19423018334549863
32915,0.5428142409101586
39358,0.32571174707092765
21380,0.20053980999890336
39149,0.20751437506883913
38419,0.6926394596024343
29413,0.33123090200202115
43495,0.18991549476069358
25592,0.6926844538417046
30935,0.6190148262776946
37372,0.5974363326888055
15078,0.44595174232386
38067,0.509716411802599
36939,0.238669454561226
49816,0.7026093588679805
20462,0.570137150049622
21135,0.47228729361378624
22566,0.2596386306373215
54585,0.5636102933886581
44573,0.39190650031798085
12587,0.31647110600931255
32262,0.5678196938299918
26578,0.5205440323095952
47292,0.3153667674104597
12199,0.4289719228679882
39890,0.7113355154042273
38688,0.43795027923846386
34620,0.5161964734038269
10413,0.5258494517639688
10449,0.48611254213312205
37895,0.17810538093301911
52124,0.5569971536736522
30877,0.44691371703326466
14079,0.48908271101662476
55102,0.5141281706726203
46726,0.4494117275407752
32822,0.6785594118620273
42783,0.5273420699447242
54630,0.459638439389178
22081,0.20336905926708543
34797,0.40014541404756643
42564,0.5463437986700659
32214,0.43712905568996663
36425,0.43785381934238027
53927,0.5513994191421637
41148,0.4169844077744537
13557,0.1272418193595436
47917,0.6426484660460925
56087,0.4387581088275296
40835,0.6093250589456648
15095,0.6783263788102601
23257,0.4092323511896783
41863,0.3882725314291447
36983,0.3269683433114197
44548,0.6167178451926193
29481,0.2463275202526327
12218,0.251063625414794
43586,0.5366761889536493
46051,0.3072921847526715
25355,0.6731474182019507
11276,0.5060778019695362
23440,0.6680498930053802
42261,0.4781455657791272
28272,0.4757007233075019
42505,0.3738138406669732
55182,0.7143760035559815
16451,0.5451756837367966
53124,0.659893741426299
15088,0.4111089811164287
36084,0.1221745592702466
39315,0.6498740297274541
39733,0.5616383325338878
49374,0.392941321623601
11003,0.36166701206613583
31731,0.20882442925001574
52380,0.49229103737567603
27912,0.36254912830562197
52025,0.5766840551188366
48101,0.22268540689978208
32891,0.17454637878379706
56881,0.23976468242853663
24898,0.2826886804651334
37867,0.22336699029978974
47363,0.13186265378446874
40046,0.6297299402924336
14360,0.285387524121342
57097,0.4283277344707049
53884,0.4011995835760721
24529,0.28646881017580555
54543,0.3727981736846251
53954,0.30961942115836577
43567,0.4172293400568619
55028,0.6385167013458426
23456,0.4133648589089379
35932,0.49238128750548993
48127,0.25590172318658394
29155,0.7174812132554197
55598,0.2800200348434904
41086,0.3620083452490188
33345,0.308446440777571
50574,0.4285439754719071
40438,0.552030366827582
42811,0.5245904827871004
31816,0.5674498835912571
20039,0.19477308612970268
54807,0.339782991742664
21057,0.43325536535270587
28820,0.3857606036952891
22086,0.38348384481514686
38065,0.7265026489528889
12848,0.5477631642430272
25886,0.3285828449398325
16620,0.3840412443729555
52164,0.1525033544836788
39627,0.43259020938428394
17471,0.25220429325897614
40332,0.6441929827412948
51984,0.5555106397093641
29046,0.36561722723756085
35993,0.28368740545065824
38346,0.2468591280175907
49547,0.3792002990646612
46882,0.5602641500952523
49155,0.29259169483411873
51837,0.39987909704904717
11841,0.6048292497182568
13766,0.3258336327418502
19040,0.43294681027508325
42678,0.7165013312369811
31571,0.4629318384009086
43038,0.6076457147821336
54998,0.3194559826249276
45937,0.4841432316877252
50736,0.590273236495097
